time	l
441.3665667010	0.0003086040
442.3628570030	0.0003407676
443.3591473050	0.0003692954
444.3554376071	0.0003940582
445.3517279091	0.0004149606
446.3480182111	0.0004319274
447.3443085131	0.0004449096
448.3405988152	0.0004538816
449.3368891172	0.0004588396
450.3331794192	0.0004597998
451.3294697213	0.0004567906
452.3257600233	0.0004498616
453.3220503253	0.0004390900
454.3183406273	0.0004246180
455.3146309294	0.0004065160
456.3109212314	0.0003848548
457.3072115334	0.0003597046
458.3035018354	0.0003311318
459.2997921375	0.0002992840
460.2960824395	0.0002643162
461.2923727415	0.0002263878
462.2886630436	0.0001856586
463.2849533456	0.0001422914
464.2812436476	0.0000964539
465.2775339496	0.0000483170
466.2738242517	-0.0000019503
467.2701145537	-0.0000541423
468.2664048557	-0.0001080512
469.2626951577	-0.0001634672
470.2589854598	-0.0002201744
471.2552757618	-0.0002779506
472.2515660638	-0.0003365684
473.2478563658	-0.0003957944
474.2441466679	-0.0004553912
475.2404369699	-0.0005151178
476.2367272719	-0.0005747304
477.2330175740	-0.0006339844
478.2293078760	-0.0006926360
479.2255981780	-0.0007504430
480.2218884800	-0.0008071682
481.2181787821	-0.0008625746
482.2144690841	-0.0009164362
483.2107593861	-0.0009685262
484.2070496881	-0.0010186328
485.2033399902	-0.0010665502
486.1996302922	-0.0011120792
487.1959205942	-0.0011550322
488.1922108963	-0.0011952348
489.1885011983	-0.0012325232
490.1847915003	-0.0012667450
491.1810818023	-0.0012977614
492.1773721044	-0.0013254468
493.1736624064	-0.0013496894
494.1699527084	-0.0013703910
495.1662430104	-0.0013874680
496.1625333125	-0.0014008536
497.1588236145	-0.0014104934
498.1551139165	-0.0014163472
499.1514042185	-0.0014183940
500.1476945206	-0.0014166352
501.1439848226	-0.0014110698
502.1402751246	-0.0014017152
503.1365654267	-0.0013886130
504.1328557287	-0.0013718162
505.1291460307	-0.0013513922
506.1254363327	-0.0013274236
507.1217266348	-0.0013000068
508.1180169368	-0.0012692530
509.1143072388	-0.0012352870
510.1105975408	-0.0011982468
511.1068878429	-0.0011582828
512.1031781449	-0.0011155572
513.0994684469	-0.0010702438
514.0957587490	-0.0010225266
515.0920490510	-0.0009726000
516.0883393530	-0.0009206670
517.0846296550	-0.0008669380
518.0809199571	-0.0008116310
519.0772102591	-0.0007549706
520.0735005611	-0.0006971876
521.0697908631	-0.0006385166
522.0660811652	-0.0005791964
523.0623714672	-0.0005194684
524.0586617692	-0.0004595758
525.0549520713	-0.0003997622
526.0512423733	-0.0003402706
527.0475326753	-0.0002813440
528.0438229773	-0.0002232230
529.0401132794	-0.0001661453
530.0364035814	-0.0001103442
531.0326938834	-0.0000560486
532.0289841854	-0.0000034814
533.0252744875	0.0000471415
534.0215647895	0.0000956123
535.0178550915	0.0001417317
536.0141453935	0.0001853103
537.0104356956	0.0002261688
538.0067259976	0.0002641384
539.0030162996	0.0002990634
539.9993066017	0.0003307992
540.9955969037	0.0003592118
541.9918872057	0.0003841836
542.9881775077	0.0004056096
543.9844678098	0.0004234010
544.9807581118	0.0004374814
545.9770484138	0.0004477898
546.9733387158	0.0004542820
547.9696290179	0.0004569284
548.9659193199	0.0004557154
549.9622096219	0.0004506454
550.9584999240	0.0004417360
551.9547902260	0.0004290210
552.9510805280	0.0004125498
553.9473708300	0.0003923874
554.9436611321	0.0003686132
555.9399514341	0.0003413222
556.9362417361	0.0003106236
557.9325320381	0.0002766406
558.9288223402	0.0002395096
559.9251126422	0.0001993796
560.9214029442	0.0001564121
561.9176932463	0.0001107797
562.9139835483	0.0000626665
563.9102738503	0.0000122664
564.9065641523	-0.0000402166
565.9028544544	-0.0000945703
566.8991447564	-0.0001505742
567.8954350584	-0.0002080008
568.8917253604	-0.0002666158
569.8880156625	-0.0003261804
570.8843059645	-0.0003864518
571.8805962665	-0.0004471840
572.8768865685	-0.0005081280
573.8731768706	-0.0005690340
574.8694671726	-0.0006296518
575.8657574746	-0.0006897326
576.8620477767	-0.0007490288
577.8583380787	-0.0008072950
578.8546283807	-0.0008642898
579.8509186827	-0.0009197784
580.8472089848	-0.0009735308
581.8434992868	-0.0010253238
582.8397895888	-0.0010749422
583.8360798908	-0.0011221772
584.8323701929	-0.0011668322
585.8286604949	-0.0012087218
586.8249507969	-0.0012476698
587.8212410990	-0.0012835128
588.8175314010	-0.0013160992
589.8138217030	-0.0013452906
590.8101120050	-0.0013709624
591.8064023071	-0.0013930046
592.8026926091	-0.0014113216
593.7989829111	-0.0014258332
594.7952732131	-0.0014364746
595.7915635152	-0.0014431960
596.7878538172	-0.0014459640
597.7841441192	-0.0014447616
598.7804344212	-0.0014395874
599.7767247233	-0.0014304564
600.7730150253	-0.0014173998
601.7693053273	-0.0014004658
602.7655956294	-0.0013797160
603.7618859314	-0.0013552282
604.7581762334	-0.0013270962
605.7544665354	-0.0012954290
606.7507568375	-0.0012603502
607.7470471395	-0.0012219980
608.7433374415	-0.0011805238
609.7396277435	-0.0011360920
610.7359180456	-0.0010888794
611.7322083476	-0.0010390744
612.7284986496	-0.0009868768
613.7247889517	-0.0009324964
614.7210792537	-0.0008761510
615.7173695557	-0.0008180684
616.7136598577	-0.0007584832
617.7099501598	-0.0006976368
618.7062404618	-0.0006357754
619.7025307638	-0.0005731508
620.6988210658	-0.0005100178
621.6951113679	-0.0004466332
622.6914016699	-0.0003832566
623.6876919719	-0.0003201472
624.6839822740	-0.0002575642
625.6802725760	-0.0001957645
626.6765628780	-0.0001350023
627.6728531800	-0.0000755288
628.6691434821	-0.0000175896
629.6654337841	0.0000385751
630.6617240861	0.0000927317
631.6580143881	0.0001446550
632.6543046902	0.0001941283
633.6505949922	0.0002409444
634.6468852942	0.0002849066
635.6431755962	0.0003258296
636.6394658983	0.0003635404
637.6357562003	0.0003978784
638.6320465023	0.0004286968
639.6283368044	0.0004558628
640.6246271064	0.0004792582
641.6209174084	0.0004987800
642.6172077104	0.0005143408
643.6134980125	0.0005258694
644.6097883145	0.0005333110
645.6060786165	0.0005366270
646.6023689185	0.0005357962
647.5986592206	0.0005308136
648.5949495226	0.0005216918
649.5912398246	0.0005084600
650.5875301267	0.0004911640
651.5838204287	0.0004698666
652.5801107307	0.0004446474
653.5764010327	0.0004156016
654.5726913348	0.0003828402
655.5689816368	0.0003464902
656.5652719388	0.0003066932
657.5615622408	0.0002636048
658.5578525429	0.0002173946
659.5541428449	0.0001682454
660.5504331469	0.0001163519
661.5467234490	0.0000619211
662.5430137510	0.0000051704
663.5393040530	-0.0000536726
664.5355943550	-0.0001143858
665.5318846571	-0.0001767190
666.5281749591	-0.0002404118
667.5244652611	-0.0003052050
668.5207555631	-0.0003708326
669.5170458652	-0.0004370274
670.5133361672	-0.0005035196
671.5096264692	-0.0005700374
672.5059167712	-0.0006363086
673.5022070733	-0.0007020612
674.4984973753	-0.0007670050
675.4947876773	-0.0008308828
676.4910779794	-0.0008934410
677.4873682814	-0.0009544236
678.4836585834	-0.0010135794
679.4799488854	-0.0010706624
680.4762391875	-0.0011254340
681.4725294895	-0.0011776644
682.4688197915	-0.0012271360
683.4651100935	-0.0012736680
684.4614003956	-0.0013170742
685.4576906976	-0.0013571682
686.4539809996	-0.0013937506
687.4502713017	-0.0014266452
688.4465616037	-0.0014557074
689.4428519057	-0.0014808098
690.4391422077	-0.0015018428
691.4354325098	-0.0015187142
692.4317228118	-0.0015313482
693.4280131138	-0.0015396844
694.4243034158	-0.0015436792
695.4205937179	-0.0015433056
696.4168840199	-0.0015385546
697.4131743219	-0.0015294344
698.4094646240	-0.0015159712
699.4057549260	-0.0014982092
700.4020452280	-0.0014762104
701.3983355300	-0.0014500532
702.3946258321	-0.0014198350
703.3909161341	-0.0013856610
704.3872064361	-0.0013476686
705.3834967381	-0.0013060028
706.3797870402	-0.0012608236
707.3760773422	-0.0012123070
708.3723676442	-0.0011606438
709.3686579462	-0.0011060368
710.3649482483	-0.0010487016
711.3612385503	-0.0009888662
712.3575288523	-0.0009267712
713.3538191544	-0.0008626644
714.3501094564	-0.0007968024
715.3463997584	-0.0007294494
716.3426900604	-0.0006608774
717.3389803625	-0.0005913632
718.3352706645	-0.0005211890
719.3315609665	-0.0004506406
720.3278512685	-0.0003800070
721.3241415706	-0.0003095762
722.3204318726	-0.0002396366
723.3167221746	-0.0001704742
724.3130124767	-0.0001023735
725.3093027787	-0.0000356180
726.3055930807	0.0000295150
727.3018833827	0.0000927548
728.2981736848	0.0001538353
729.2944639868	0.0002125036
730.2907542888	0.0002685138
731.2870445908	0.0003216292
732.2833348929	0.0003716254
733.2796251949	0.0004182894
734.2759154969	0.0004614222
735.2722057989	0.0005008370
736.2684961010	0.0005363706
737.2647864030	0.0005678626
738.2610767050	0.0005951730
739.2573670071	0.0006181848
740.2536573091	0.0006368068
741.2499476111	0.0006509348
742.2462379131	0.0006604922
743.2425282152	0.0006654276
744.2388185172	0.0006657068
745.2351088192	0.0006613164
746.2313991212	0.0006522632
747.2276894233	0.0006385722
748.2239797253	0.0006202882
749.2202700273	0.0005974710
750.2165603294	0.0005701898
751.2128506314	0.0005385574
752.2091409334	0.0005026978
753.2054312354	0.0004627496
754.2017215375	0.0004188650
755.1980118395	0.0003712136
756.1943021415	0.0003199794
757.1905924435	0.0002653614
758.1868827456	0.0002075726
759.1831730476	0.0001468428
760.1794633496	0.0000834337
761.1757536517	0.0000175920
762.1720439537	-0.0000504337
763.1683342557	-0.0001203723
764.1646245577	-0.0001919451
765.1609148598	-0.0002648644
766.1572051618	-0.0003388354
767.1534954638	-0.0004135580
768.1497857658	-0.0004887282
769.1460760679	-0.0005640396
770.1423663699	-0.0006391848
771.1386566719	-0.0007138560
772.1349469739	-0.0007877470
773.1312372760	-0.0008605536
774.1275275780	-0.0009319756
775.1238178800	-0.0010017170
776.1201081821	-0.0010694888
777.1163984841	-0.0011350086
778.1126887861	-0.0011980030
779.1089790881	-0.0012582080
780.1052693902	-0.0013153700
781.1015596922	-0.0013692472
782.0978499942	-0.0014196108
783.0941402962	-0.0014662458
784.0904305983	-0.0015089514
785.0867209003	-0.0015475430
786.0830112023	-0.0015818516
787.0793015044	-0.0016117252
788.0755918064	-0.0016370296
789.0718821084	-0.0016576494
790.0681724104	-0.0016734872
791.0644627125	-0.0016844658
792.0607530145	-0.0016905270
793.0570433165	-0.0016916324
794.0533336185	-0.0016877636
795.0496239206	-0.0016789228
796.0459142226	-0.0016651322
797.0422045246	-0.0016464340
798.0384948267	-0.0016228916
799.0347851287	-0.0015945876
800.0310754307	-0.0015616238
801.0273657327	-0.0015241218
802.0236560348	-0.0014822228
803.0199463368	-0.0014360858
804.0162366388	-0.0013858874
805.0125269408	-0.0013318214
806.0088172429	-0.0012740976
807.0051075449	-0.0012129414
808.0013978469	-0.0011485928
808.9976881489	-0.0010813058
809.9939784510	-0.0010113470
810.9902687530	-0.0009389942
811.9865590550	-0.0008645366
812.9828493571	-0.0007882720
813.9791396591	-0.0007105064
814.9754299611	-0.0006315534
815.9717202631	-0.0005517320
816.9680105652	-0.0004713650
817.9643008672	-0.0003907792
818.9605911692	-0.0003103034
819.9568814712	-0.0002302716
820.9531717733	-0.0001510078
821.9494620753	-0.0000728358
822.9457523773	0.0000039228
823.9420426794	0.0000789511
824.9383329814	0.0001519378
825.9346232834	0.0002225788
826.9309135854	0.0002905786
827.9272038875	0.0003556522
828.9234941895	0.0004175250
829.9197844915	0.0004759352
830.9160747935	0.0005306344
831.9123650956	0.0005813886
832.9086553976	0.0006279794
833.9049456996	0.0006702060
834.9012360016	0.0007078900
835.8975263037	0.0007408646
836.8938166057	0.0007689814
837.8901069077	0.0007921102
838.8863972098	0.0008101418
839.8826875118	0.0008229866
840.8789778138	0.0008305772
841.8752681158	0.0008328674
842.8715584179	0.0008298314
843.8678487199	0.0008214604
844.8641390219	0.0008077712
845.8604293239	0.0007888044
846.8567196260	0.0007646224
847.8530099280	0.0007353094
848.8493002300	0.0007009704
849.8455905321	0.0006617312
850.8418808341	0.0006177382
851.8381711361	0.0005691572
852.8344614381	0.0005161730
853.8307517402	0.0004589886
854.8270420422	0.0003978254
855.8233323442	0.0003329202
856.8196226462	0.0002645272
857.8159129483	0.0001929149
858.8122032503	0.0001183659
859.8084935523	0.0000411757
860.8047838544	-0.0000383486
861.8010741564	-0.0001198897
862.7973644584	-0.0002031208
863.7936547604	-0.0002877072
864.7899450625	-0.0003733076
865.7862353645	-0.0004595766
866.7825256665	-0.0005461638
867.7788159685	-0.0006327172
868.7751062706	-0.0007188836
869.7713965726	-0.0008043098
870.7676868746	-0.0008886456
871.7639771766	-0.0009715430
872.7602674787	-0.0010526596
873.7565577807	-0.0011316590
874.7528480827	-0.0012082120
875.7491383848	-0.0012819994
876.7454286868	-0.0013527116
877.7417189888	-0.0014200510
878.7380092908	-0.0014837324
879.7342995929	-0.0015434856
880.7305898949	-0.0015990548
881.7268801969	-0.0016502008
882.7231704989	-0.0016967018
883.7194608010	-0.0017383542
884.7157511030	-0.0017749734
885.7120414050	-0.0018063948
886.7083317071	-0.0018324742
887.7046220091	-0.0018530894
888.7009123111	-0.0018681398
889.6972026131	-0.0018775474
890.6934929152	-0.0018812566
891.6897832172	-0.0018792354
892.6860735192	-0.0018714746
893.6823638212	-0.0018579880
894.6786541233	-0.0018388134
895.6749444253	-0.0018140112
896.6712347273	-0.0017836650
897.6675250294	-0.0017478824
898.6638153314	-0.0017067920
899.6601056334	-0.0016605462
900.6563959354	-0.0016093180
901.6526862375	-0.0015533020
902.6489765395	-0.0014927122
903.6452668415	-0.0014277816
904.6415571435	-0.0013587618
905.6378474456	-0.0012859222
906.6341377476	-0.0012095478
907.6304280496	-0.0011299392
908.6267183516	-0.0010474122
909.6230086537	-0.0009622930
910.6192989557	-0.0008749216
911.6155892577	-0.0007856480
912.6118795598	-0.0006948302
913.6081698618	-0.0006028342
914.6044601638	-0.0005100318
915.6007504658	-0.0004167984
916.5970407679	-0.0003235134
917.5933310699	-0.0002305568
918.5896213719	-0.0001383086
919.5859116739	-0.0000471478
920.5822019760	0.0000425499
921.5784922780	0.0001304142
922.5747825800	0.0002160808
923.5710728821	0.0002991930
924.5673631841	0.0003794040
925.5636534861	0.0004563776
926.5599437881	0.0005297894
927.5562340902	0.0005993294
928.5525243922	0.0006647014
929.5488146942	0.0007256260
930.5451049962	0.0007818408
931.5413952983	0.0008331022
932.5376856003	0.0008791856
933.5339759023	0.0009198866
934.5302662044	0.0009550222
935.5265565064	0.0009844316
936.5228468084	0.0010079768
937.5191371104	0.0010255432
938.5154274125	0.0010370406
939.5117177145	0.0010424034
940.5080080165	0.0010415904
941.5042983185	0.0010345854
942.5005886206	0.0010213976
943.4968789226	0.0010020614
944.4931692246	0.0009766354
945.4894595266	0.0009452036
