t	C_D
1.9131452947066807E+000	2.5728200000000001E+000
1.9528520710152604E+000	2.5837140000000001E+000
1.9925696498292249E+000	2.5940340000000002E+000
2.0322957113034557E+000	2.5985119999999999E+000
2.0720270627231940E+000	2.5938720000000002E+000
2.1117604595058719E+000	2.5801400000000001E+000
2.1514938724453092E+000	2.5602839999999998E+000
2.1912273461468765E+000	2.5385800000000001E+000
2.2309628306296925E+000	2.5187940000000002E+000
2.2707031282255925E+000	2.5031960000000000E+000
2.3104506582080448E+000	2.4926059999999999E+000
2.3502067126392978E+000	2.4869979999999998E+000
2.3899714301106334E+000	2.4860799999999998E+000
2.4297442536552336E+000	2.4894479999999999E+000
2.4695244481493663E+000	2.4963419999999998E+000
2.5093113854307201E+000	2.5053120000000000E+000
2.5491045026693300E+000	2.5141640000000001E+000
2.5889030909516757E+000	2.5203460000000000E+000
2.6287061343810327E+000	2.5216219999999998E+000
2.6685123565972284E+000	2.5167419999999998E+000
2.7083204849281941E+000	2.5058080000000000E+000
2.7481296096956749E+000	2.4902020000000000E+000
2.7879394695881210E+000	2.4721419999999998E+000
2.8277505360078390E+000	2.4540799999999998E+000
2.8675638615218264E+000	2.4381040000000000E+000
2.9073807535278364E+000	2.4255779999999998E+000
2.9472023973613042E+000	2.4170620000000000E+000
2.9870295652828656E+000	2.4124599999999998E+000
3.0268625042164756E+000	2.4112700000000000E+000
3.0667010139342992E+000	2.4128300000000000E+000
3.1065446478261873E+000	2.4164639999999999E+000
3.1463929297721611E+000	2.4215119999999999E+000
3.1862454969103879E+000	2.4273099999999999E+000
3.2261021312668392E+000	2.4331320000000001E+000
3.2659626991836959E+000	2.4381740000000001E+000
3.3058270497522702E+000	2.4416159999999998E+000
3.3456949255633264E+000	2.4427159999999999E+000
3.3855659201797690E+000	2.4409399999999999E+000
3.4254395013445436E+000	2.4360700000000000E+000
3.4653150845711913E+000	2.4282439999999998E+000
3.5051921367318162E+000	2.4179520000000001E+000
3.5450702753171810E+000	2.4059640000000000E+000
3.5849493571210229E+000	2.3932159999999998E+000
3.6248295028598649E+000	2.3807000000000000E+000
3.6647110592601115E+000	2.3693059999999999E+000
3.7045945175101727E+000	2.3597500000000000E+000
3.7444804119522948E+000	2.3524900000000000E+000
3.7843692297455038E+000	2.3477239999999999E+000
3.8242613490293156E+000	2.3454020000000000E+000
3.8641570122251117E+000	2.3452700000000002E+000
3.9040563279985414E+000	2.3469419999999999E+000
3.9439592898755857E+000	2.3499360000000000E+000
3.9838658011326391E+000	2.3537420000000000E+000
4.0237756999152152E+000	2.3578519999999998E+000
4.0636887825069623E+000	2.3617919999999999E+000
4.1036048244635213E+000	2.3651540000000000E+000
4.1435235986976293E+000	2.3676080000000002E+000
4.1834448886708717E+000	2.3689160000000000E+000
4.2233684949340482E+000	2.3689320000000000E+000
4.2632942347447358E+000	2.3676040000000000E+000
4.3032219367181064E+000	2.3649600000000000E+000
4.3431514342724880E+000	2.3610899999999999E+000
4.3830825620554270E+000	2.3561359999999998E+000
4.4230151583135315E+000	2.3502679999999998E+000
4.4629490737835109E+000	2.3436900000000001E+000
4.5028841851087460E+000	2.3366240000000000E+000
4.5428204090034390E+000	2.3293119999999998E+000
4.5827577131933390E+000	2.3220100000000001E+000
4.6226961210490609E+000	2.3149799999999998E+000
4.6626357089721893E+000	2.3084840000000000E+000
4.7025765978492506E+000	2.3027560000000000E+000
4.7425189407376962E+000	2.2979919999999998E+000
4.7824629095490918E+000	2.2943319999999998E+000
4.8224086825886046E+000	2.2918539999999998E+000
4.8623564335719038E+000	2.2905620000000000E+000
4.9023063217759848E+000	2.2903859999999998E+000
4.9422584826340596E+000	2.2911940000000000E+000
4.9822130184653171E+000	2.2927960000000001E+000
5.0221699898401431E+000	2.2949600000000001E+000
5.0621294088578477E+000	2.2974340000000000E+000
5.1020912359281372E+000	2.2999540000000001E+000
5.1420553813273422E+000	2.3022659999999999E+000
5.1820217119485550E+000	2.3041420000000001E+000
5.2219900625716660E+000	2.3054020000000000E+000
5.2619602500260543E+000	2.3059080000000001E+000
5.3019320880691208E+000	2.3055859999999999E+000
5.3419054009454126E+000	2.3044199999999999E+000
5.3818800340461959E+000	2.3024499999999999E+000
5.4218558601594911E+000	2.2997619999999999E+000
5.4618327824513369E+000	2.2964780000000000E+000
5.5018107336284476E+000	2.2927400000000002E+000
5.5417896726124125E+000	2.2886980000000001E+000
5.5817695796939191E+000	2.2844920000000002E+000
5.6217504510862346E+000	2.2802460000000000E+000
5.6617322936468932E+000	2.2760520000000000E+000
5.7017151203204657E+000	2.2719779999999998E+000
5.7416989466420567E+000	2.2680639999999999E+000
5.7816837884635559E+000	2.2643300000000002E+000
5.8216696609046279E+000	2.2607860000000000E+000
5.8616565784080406E+000	2.2574440000000000E+000
5.9016445557053911E+000	2.2543160000000002E+000
5.9416336094544118E+000	2.2514360000000000E+000
5.9816237602825870E+000	2.2488500000000000E+000
6.0216150349572377E+000	2.2466140000000001E+000
6.0616074683852474E+000	2.2447960000000000E+000
6.1016011051278758E+000	2.2434660000000002E+000
6.1415960001077590E+000	2.2426840000000001E+000
6.1815922182016632E+000	2.2424940000000002E+000
6.2215898324700616E+000	2.2429160000000001E+000
6.2615889208817395E+000	2.2439339999999999E+000
6.3015895615465833E+000	2.2454980000000000E+000
6.3415918266580658E+000	2.2475139999999998E+000
6.3815957750249623E+000	2.2498559999999999E+000
6.4216014372270065E+000	2.2523599999999999E+000
6.4616088211819953E+000	2.2548319999999999E+000
6.5016179112490473E+000	2.2570679999999999E+000
6.5416286543598874E+000	2.2588539999999999E+000
6.5816409584554254E+000	2.2599860000000001E+000
6.6216546942527597E+000	2.2602820000000001E+000
6.6616696996310196E+000	2.2595999999999998E+000
6.7016857865312840E+000	2.2578399999999998E+000
6.7417027501096136E+000	2.2549640000000002E+000
6.7817203796179655E+000	2.2509939999999999E+000
6.8217384703069666E+000	2.2460179999999998E+000
6.8617568355799010E+000	2.2401879999999998E+000
6.9017753095474506E+000	2.2337120000000001E+000
6.9417937653580228E+000	2.2268500000000002E+000
6.9818121398985129E+000	2.2198959999999999E+000
7.0218304232821556E+000	2.2131580000000000E+000
7.0618486615832996E+000	2.2069519999999998E+000
7.1018669573417226E+000	2.2015780000000000E+000
7.1418854667653155E+000	2.1973020000000001E+000
7.1819043938972396E+000	2.1943500000000000E+000
7.2219239822572803E+000	2.1928860000000001E+000
7.2619445045035356E+000	2.1930079999999998E+000
7.3019662506743650E+000	2.1947459999999999E+000
7.3419895156018722E+000	2.1980580000000001E+000
7.3820145860583866E+000	2.2028319999999999E+000
7.4220417160354550E+000	2.2088920000000001E+000
7.4620711203051835E+000	2.2160099999999998E+000
7.5021029942700137E+000	2.2239140000000002E+000
7.5421374819809239E+000	2.2322940000000000E+000
7.5821746669049217E+000	2.2408280000000000E+000
7.6222145681920077E+000	2.2491859999999999E+000
7.6622571393001371E+000	2.2570480000000002E+000
7.7023022688779959E+000	2.2641119999999999E+000
7.7423497841473381E+000	2.2701080000000000E+000
7.7823994568101620E+000	2.2748100000000000E+000
7.8224510112750458E+000	2.2780360000000002E+000
7.8625041348731211E+000	2.2796639999999999E+000
7.9025584895786922E+000	2.2796219999999998E+000
7.9426137245971109E+000	2.2778999999999998E+000
7.9826694891476659E+000	2.2745460000000000E+000
8.0227254448285041E+000	2.2696559999999999E+000
8.0627812770144498E+000	2.2633740000000002E+000
8.1028367047901284E+000	2.2558840000000000E+000
8.1428914890219151E+000	2.2473999999999998E+000
8.1829454382827329E+000	2.2381579999999999E+000
8.2229984125034132E+000	2.2284099999999998E+000
8.2630503243697682E+000	2.2184059999999999E+000
8.3031011341277523E+000	2.2083979999999999E+000
8.3431508389187652E+000	2.1986240000000001E+000
8.3831994972131714E+000	2.1892999999999998E+000
8.4232472177154794E+000	2.1806220000000001E+000
8.4632941391067220E+000	2.1727520000000000E+000
8.5033404243441861E+000	2.1658240000000002E+000
8.5433862547104926E+000	2.1599360000000001E+000
8.5834318233756424E+000	2.1551559999999998E+000
8.6234773289756568E+000	2.1515100000000000E+000
8.6635229696267029E+000	2.1489980000000002E+000
8.7035689375887113E+000	2.1475879999999998E+000
8.7436154146976399E+000	2.1472159999999998E+000
8.7836625686242193E+000	2.1478020000000000E+000
8.8237105498828150E+000	2.1492420000000001E+000
8.8637594896249041E+000	2.1514180000000001E+000
8.9038094981802036E+000	2.1542020000000002E+000
8.9438606640351264E+000	2.1574559999999998E+000
8.9839130459215504E+000	2.1610480000000001E+000
9.0239666839990011E+000	2.1648420000000002E+000
9.0640215974943086E+000	2.1687099999999999E+000
9.1040777933479795E+000	2.1725340000000002E+000
9.1441352589406542E+000	2.1762079999999999E+000
9.1841939636316887E+000	2.1796380000000002E+000
9.2242538615112579E+000	2.1827480000000001E+000
9.2643148941585221E+000	2.1854760000000000E+000
9.3043769933858407E+000	2.1877800000000001E+000
9.3444400840168722E+000	2.1896320000000000E+000
9.3845040866743705E+000	2.1910200000000000E+000
9.4245689205118044E+000	2.1919460000000002E+000
9.4646345058099879E+000	2.1924299999999999E+000
9.5047007663397416E+000	2.1924959999999998E+000
9.5447676313866765E+000	2.1921819999999999E+000
9.5848350373615947E+000	2.1915300000000002E+000
9.6249029289575354E+000	2.1905899999999998E+000
9.6649712598431652E+000	2.1894140000000002E+000
9.7050399929039344E+000	2.1880519999999999E+000
9.7451091000602670E+000	2.1865579999999998E+000
9.7851785617111879E+000	2.1849799999999999E+000
9.8252483658707259E+000	2.1833640000000001E+000
9.8653185070770668E+000	2.1817500000000001E+000
9.9053889851590053E+000	2.1801759999999999E+000
9.9454598039467470E+000	2.1786699999999999E+000
9.9855309700142865E+000	2.1772559999999999E+000
1.0025602491528831E+001	2.1759539999999999E+000
1.0065674377261203E+001	2.1747740000000002E+000
1.0105746635792688E+001	2.1737259999999998E+000
1.0145819274939367E+001	2.1728120000000000E+000
1.0185892301399091E+001	2.1720280000000001E+000
1.0225965720605945E+001	2.1713680000000002E+000
1.0266039536759857E+001	2.1708259999999999E+000
1.0306113752988525E+001	2.1703880000000000E+000
1.0346188371597068E+001	2.1700400000000002E+000
1.0386263394360487E+001	2.1697660000000001E+000
1.0426338822815596E+001	2.1695500000000001E+000
1.0466414658511747E+001	2.1693760000000002E+000
1.0506490903186418E+001	2.1692239999999998E+000
1.0546567558840765E+001	2.1690820000000000E+000
1.0586644627702032E+001	2.1689319999999999E+000
1.0626722112072407E+001	2.1687620000000001E+000
1.0666800014076310E+001	2.1685599999999998E+000
1.0706878335328787E+001	2.1683180000000002E+000
1.0746957076555063E+001	2.1680280000000001E+000
1.0787036237195382E+001	2.1676859999999998E+000
1.0827115815030474E+001	2.1672920000000002E+000
1.0867195805862591E+001	2.1668479999999999E+000
1.0907276203284001E+001	2.1663540000000001E+000
1.0947356998559112E+001	2.1658200000000001E+000
1.0987438180638955E+001	2.1652480000000001E+000
1.1027519736317227E+001	2.1646500000000000E+000
1.1067601650528147E+001	2.1640340000000000E+000
1.1107683906776192E+001	2.1634080000000000E+000
1.1147766487675336E+001	2.1627779999999999E+000
1.1187849375532206E+001	2.1621560000000000E+000
1.1227932553096936E+001	2.1615419999999999E+000
1.1268016004279522E+001	2.1609460000000000E+000
1.1308099714791206E+001	2.1603680000000001E+000
1.1348183672751457E+001	2.1598080000000000E+000
1.1388267869201801E+001	2.1592680000000000E+000
1.1428352298491742E+001	2.1587420000000002E+000
1.1468436958513772E+001	2.1582300000000001E+000
1.1508521850774603E+001	2.1577259999999998E+000
1.1548606980297855E+001	2.1572260000000001E+000
1.1588692355363523E+001	2.1567219999999998E+000
1.1628777987098307E+001	2.1562139999999999E+000
1.1668863888938901E+001	2.1556959999999998E+000
1.1708950075997329E+001	2.1551640000000001E+000
1.1749036564362095E+001	2.1546180000000001E+000
1.1789123370372234E+001	2.1540580000000000E+000
1.1829210509901488E+001	2.1534860000000000E+000
1.1869297997688404E+001	2.1529039999999999E+000
1.1909385846744645E+001	2.1523200000000000E+000
1.1949474067868371E+001	2.1517379999999999E+000
1.1989562669283410E+001	2.1511680000000002E+000
1.2029651656417473E+001	2.1506140000000000E+000
1.2069741031825071E+001	2.1500880000000002E+000
1.2109830795253652E+001	2.1495980000000001E+000
1.2149920943844077E+001	2.1491520000000000E+000
1.2190011472450886E+001	2.1487560000000001E+000
1.2230102374062350E+001	2.1484160000000001E+000
1.2270193640296569E+001	2.1481360000000000E+000
1.2310285261947429E+001	2.1479200000000001E+000
1.2350377229552844E+001	2.1477640000000000E+000
1.2390469533958095E+001	2.1476679999999999E+000
1.2430562166847990E+001	2.1476280000000001E+000
1.2470655121223885E+001	2.1476380000000002E+000
1.2510748391804530E+001	2.1476880000000000E+000
1.2550841975333581E+001	2.1477680000000001E+000
1.2590935870780324E+001	2.1478679999999999E+000
1.2631030079424924E+001	2.1479740000000000E+000
1.2671124604823572E+001	2.1480760000000001E+000
1.2711219452653552E+001	2.1481599999999998E+000
1.2751314630443153E+001	2.1482139999999998E+000
1.2791410147195103E+001	2.1482280000000000E+000
1.2831506012916646E+001	2.1481900000000000E+000
1.2871602238072839E+001	2.1480959999999998E+000
1.2911698832983012E+001	2.1479400000000002E+000
1.2951795807182984E+001	2.1477140000000001E+000
1.2991893168777446E+001	2.1474220000000002E+000
1.3031990923808463E+001	2.1470620000000000E+000
1.3072089075666128E+001	2.1466400000000001E+000
1.3112187624566930E+001	2.1461600000000001E+000
1.3152286567124092E+001	2.1456300000000001E+000
1.3192385896031039E+001	2.1450580000000001E+000
1.3232485599876405E+001	2.1444580000000002E+000
1.3272585663104062E+001	2.1438380000000001E+000
1.3312686066126821E+001	2.1432120000000001E+000
1.3352786785596335E+001	2.1425900000000002E+000
1.3392887794826260E+001	2.1419839999999999E+000
1.3432989064358926E+001	2.1414040000000001E+000
1.3473090562659326E+001	2.1408600000000000E+000
1.3513192256915216E+001	2.1403580000000000E+000
1.3553294113916531E+001	2.1399020000000002E+000
1.3593396100982952E+001	2.1394959999999998E+000
1.3633498186905491E+001	2.1391420000000001E+000
1.3673600342866639E+001	2.1388400000000001E+000
1.3713702543302652E+001	2.1385820000000000E+000
1.3753804766673397E+001	2.1383679999999998E+000
1.3793906996107621E+001	2.1381899999999998E+000
1.3834009219895707E+001	2.1380379999999999E+000
1.3874111431808105E+001	2.1379039999999998E+000
1.3914213631223701E+001	2.1377799999999998E+000
1.3954315823060179E+001	2.1376559999999998E+000
1.3994418017506531E+001	2.1375199999999999E+000
1.4000000000000000E+001	2.1373700000000002E+000

 
