t	C_D
1.5712146358696899E+000	2.5398879999999999E+000
1.5943894195521773E+000	2.5431580000000000E+000
1.6175646211204482E+000	2.5451260000000002E+000
1.6407400636919647E+000	2.5441120000000002E+000
1.6639158442818256E+000	2.5392960000000002E+000
1.6870921975980016E+000	2.5308039999999998E+000
1.7102693579701103E+000	2.5195940000000001E+000
1.7334474225469430E+000	2.5071360000000000E+000
1.7566262317695933E+000	2.4950640000000002E+000
1.7798053311065607E+000	2.4848699999999999E+000
1.8029840833327262E+000	2.4776479999999999E+000
1.8261617721105148E+000	2.4739160000000000E+000
1.8493377346427959E+000	2.4735900000000002E+000
1.8725114846152813E+000	2.4760179999999998E+000
1.8956828017502594E+000	2.4801039999999999E+000
1.9188517427616523E+000	2.4845100000000002E+000
1.9420185934204541E+000	2.4879039999999999E+000
1.9651837894351598E+000	2.4891820000000000E+000
1.9883478070378171E+000	2.4876480000000001E+000
2.0115110602720092E+000	2.4830880000000000E+000
2.0346738206374981E+000	2.4757660000000001E+000
2.0578361658573390E+000	2.4663360000000001E+000
2.0809979616563461E+000	2.4557060000000002E+000
2.1041588836143337E+000	2.4448799999999999E+000
2.1273184699574337E+000	2.4348220000000000E+000
2.1504761904613412E+000	2.4263460000000001E+000
2.1736315253015608E+000	2.4200379999999999E+000
2.1967840417301412E+000	2.4162219999999999E+000
2.2199334530101393E+000	2.4149460000000000E+000
2.2430795509744681E+000	2.4159940000000000E+000
2.2662235273216118E+000	2.4192000000000000E+000
2.2893659532187312E+000	2.4233639999999999E+000
2.3125070801422667E+000	2.4279099999999998E+000
2.3356471583232339E+000	2.4321579999999998E+000
2.3587864929090117E+000	2.4353760000000002E+000
2.3819253356592336E+000	2.4369440000000000E+000
2.4050645865220108E+000	2.4366040000000000E+000
2.4282049883604664E+000	2.4339400000000002E+000
2.4513468275435861E+000	2.4290219999999998E+000
2.4744902098899173E+000	2.4222120000000000E+000
2.4976353631211801E+000	2.4139879999999998E+000
2.5207829453016397E+000	2.4049119999999999E+000
2.5439330257396757E+000	2.3954740000000001E+000
2.5670854320265324E+000	2.3863420000000000E+000
2.5902399066701078E+000	2.3780839999999999E+000
2.6133961646236177E+000	2.3711180000000001E+000
2.6365539242973939E+000	2.3657360000000001E+000
2.6597129303728257E+000	2.3621059999999998E+000
2.6828729672691130E+000	2.3602720000000001E+000
2.7060338610492130E+000	2.3601640000000002E+000
2.7291954979866202E+000	2.3615960000000000E+000
2.7523578257070960E+000	2.3642900000000000E+000
2.7755208475633273E+000	2.3678859999999999E+000
2.7986846199024025E+000	2.3719640000000002E+000
2.8218492408356823E+000	2.3760680000000001E+000
2.8450148358268881E+000	2.3797400000000000E+000
2.8681815437669371E+000	2.3825560000000001E+000
2.8913495034917975E+000	2.3841580000000002E+000
2.9145188406290528E+000	2.3842859999999999E+000
2.9376896529890288E+000	2.3827919999999998E+000
2.9608619966973149E+000	2.3796640000000000E+000
2.9840358874174222E+000	2.3750119999999999E+000
3.0072112965695652E+000	2.3690440000000001E+000
3.0303881480974582E+000	2.3620600000000000E+000
3.0535663209076329E+000	2.3544100000000001E+000
3.0767456541067828E+000	2.3464680000000002E+000
3.0999259548912246E+000	2.3386100000000001E+000
3.1231070086934558E+000	2.3311760000000001E+000
3.1462885902861810E+000	2.3244639999999999E+000
3.1694704747906388E+000	2.3187180000000001E+000
3.1926524472512976E+000	2.3141140000000000E+000
3.2158343123997644E+000	2.3107660000000001E+000
3.2390158996963856E+000	2.3087240000000002E+000
3.2621970676064898E+000	2.3079700000000001E+000
3.2853777098520562E+000	2.3084300000000000E+000
3.3085577575369634E+000	2.3099759999999998E+000
3.3317371792120869E+000	2.3124319999999998E+000
3.3549159723948954E+000	2.3155779999999999E+000
3.3780943623787016E+000	2.3191739999999998E+000
3.4012731555709377E+000	2.3229160000000002E+000
3.4244526042423056E+000	2.3264200000000002E+000
3.4476327721771365E+000	2.3295140000000001E+000
3.4708137028072437E+000	2.3319939999999999E+000
3.4939954527706343E+000	2.3336519999999998E+000
3.5171780868795759E+000	2.3343140000000000E+000
3.5403616681860042E+000	2.3338719999999999E+000
3.5635462494398609E+000	2.3322759999999998E+000
3.5867318658888259E+000	2.3295379999999999E+000
3.6099185312975610E+000	2.3257300000000001E+000
3.6331062368401121E+000	2.3209780000000002E+000
3.6562949490400167E+000	2.3154480000000000E+000
3.6794846096068259E+000	2.3093400000000002E+000
3.7026751372428586E+000	2.3028759999999999E+000
3.7258664305328080E+000	2.2962840000000000E+000
3.7490583698946001E+000	2.2897880000000002E+000
3.7722508247265356E+000	2.2836040000000000E+000
3.7954436596545302E+000	2.2779219999999998E+000
3.8186367386476729E+000	2.2729020000000002E+000
3.8418299291870759E+000	2.2686739999999999E+000
3.8650231063903471E+000	2.2653279999999998E+000
3.8882161567620734E+000	2.2629160000000001E+000
3.9114089814205157E+000	2.2614519999999998E+000
3.9346014987419036E+000	2.2609140000000001E+000
3.9577936468347303E+000	2.2612500000000000E+000
3.9809853850691308E+000	2.2623700000000002E+000
4.0041766947936148E+000	2.2641619999999998E+000
4.0273675793397068E+000	2.2664960000000001E+000
4.0505580630384221E+000	2.2692199999999998E+000
4.0737481893492484E+000	2.2721760000000000E+000
4.0969380194328648E+000	2.2751999999999999E+000
4.1201276286710558E+000	2.2781300000000000E+000
4.1433171038612153E+000	2.2808079999999999E+000
4.1665065399723797E+000	2.2830919999999999E+000
4.1896960361764037E+000	2.2848600000000001E+000
4.2128856918989195E+000	2.2860040000000001E+000
4.2360756037338048E+000	2.2864480000000000E+000
4.2592658611254839E+000	2.2861400000000001E+000
4.2824565426758099E+000	2.2850560000000000E+000
4.3056477139288871E+000	2.2832059999999998E+000
4.3288394255824425E+000	2.2806180000000000E+000
4.3520317121794188E+000	2.2773560000000002E+000
4.3752245914198129E+000	2.2734939999999999E+000
4.3984180640525752E+000	2.2691379999999999E+000
4.4216121143342146E+000	2.2644000000000002E+000
4.4448067110250244E+000	2.2594059999999998E+000
4.4680018088717013E+000	2.2542879999999998E+000
4.4911973503456286E+000	2.2491800000000000E+000
4.5143932670865485E+000	2.2442120000000001E+000
4.5375894834885599E+000	2.2395060000000000E+000
4.5607859196182092E+000	2.2351760000000001E+000
4.5839824935703373E+000	2.2313120000000000E+000
4.6071791202997359E+000	2.2279960000000001E+000
4.6303757710540596E+000	2.2252920000000000E+000
4.6535725498650420E+000	2.2232500000000002E+000
4.6767695712498378E+000	2.2218439999999999E+000
4.6999669000352311E+000	2.2210600000000000E+000
4.7231645022245186E+000	2.2208820000000000E+000
4.7463623343792358E+000	2.2212860000000001E+000
4.7695603648271439E+000	2.2222119999999999E+000
4.7927585763839078E+000	2.2235900000000002E+000
4.8159569671220623E+000	2.2253319999999999E+000
4.8391555486330988E+000	2.2273499999999999E+000
4.8623543441848502E+000	2.2295419999999999E+000
4.8855533869208241E+000	2.2318099999999998E+000
4.9087527179575314E+000	2.2340580000000001E+000
4.9319523852567890E+000	2.2361900000000001E+000
4.9551524420237412E+000	2.2381199999999999E+000
4.9783529447891750E+000	2.2397680000000002E+000
5.0015539515137961E+000	2.2410640000000002E+000
5.0247555199012490E+000	2.2419519999999999E+000
5.0479577055750156E+000	2.2423860000000002E+000
5.0711605603218635E+000	2.2423359999999999E+000
5.0943641306982581E+000	2.2417859999999998E+000
5.1175684567491482E+000	2.2407319999999999E+000
5.1407735709162026E+000	2.2391860000000001E+000
5.1639794973140205E+000	2.2371720000000002E+000
5.1871862511367421E+000	2.2347280000000000E+000
5.2103938382653281E+000	2.2318980000000002E+000
5.2336022551059038E+000	2.2287400000000002E+000
5.2568114886835549E+000	2.2253140000000000E+000
5.2800215169793470E+000	2.2216939999999998E+000
5.3032323094980764E+000	2.2179500000000001E+000
5.3264438280514845E+000	2.2141560000000000E+000
5.3496560277294938E+000	2.2103880000000000E+000
5.3728688580279256E+000	2.2067180000000000E+000
5.3960822641277808E+000	2.2032180000000001E+000
5.4192961882371744E+000	2.1999480000000000E+000
5.4425105705289507E+000	2.1969660000000002E+000
5.4657253509090769E+000	2.1943199999999998E+000
5.4889404710111593E+000	2.1920500000000001E+000
5.5121558753876156E+000	2.1901839999999999E+000
5.5353715125526373E+000	2.1887400000000001E+000
5.5585873361005644E+000	2.1877219999999999E+000
5.5818033056228149E+000	2.1871280000000000E+000
5.6050193874177161E+000	2.1869420000000002E+000
5.6282355549920959E+000	2.1871360000000002E+000
5.6514517893574663E+000	2.1876820000000001E+000
5.6746680791181872E+000	2.1885340000000002E+000
5.6978844203595056E+000	2.1896460000000002E+000
5.7211008163562802E+000	2.1909660000000000E+000
5.7443172771238702E+000	2.1924380000000001E+000
5.7675338188389604E+000	2.1940059999999999E+000
5.7907504631620581E+000	2.1956120000000001E+000
5.8139672364859321E+000	2.1972040000000002E+000
5.8371841691602944E+000	2.1987239999999999E+000
5.8604012946668060E+000	2.2001260000000000E+000
5.8836186488115176E+000	2.2013639999999999E+000
5.9068362689405518E+000	2.2023959999999998E+000
5.9300541931749633E+000	2.2031879999999999E+000
5.9532724596803721E+000	2.2037119999999999E+000
5.9764911059708581E+000	2.2039460000000002E+000
5.9997101682407310E+000	2.2038720000000001E+000
6.0229296807252179E+000	2.2034780000000000E+000
6.0461496750849610E+000	2.2027619999999999E+000
6.0693701798103286E+000	2.2017259999999998E+000
6.0925912196486376E+000	2.2003759999999999E+000
6.1158128150568869E+000	2.1987239999999999E+000
6.1390349816860592E+000	2.1967919999999999E+000
6.1622577299076875E+000	2.1946020000000002E+000
6.1854810643977434E+000	2.1921800000000000E+000
6.2087049837937460E+000	2.1895620000000000E+000
6.2319294804429219E+000	2.1867839999999998E+000
6.2551545402607109E+000	2.1838839999999999E+000
6.2783801427177872E+000	2.1809080000000001E+000
6.3016062609727399E+000	2.1779020000000000E+000
6.3248328621637357E+000	2.1749120000000000E+000
6.3480599078713196E+000	2.1719860000000000E+000
6.3712873547543465E+000	2.1691760000000002E+000
6.3945151553599802E+000	2.1665280000000000E+000
6.4177432591005914E+000	2.1640880000000000E+000
6.4409716133827137E+000	2.1619020000000000E+000
6.4642001648662362E+000	2.1600100000000002E+000
6.4874288608267507E+000	2.1584460000000001E+000
6.5106576505867002E+000	2.1572380000000000E+000
6.5338864869757698E+000	2.1564100000000002E+000
6.5571153277773648E+000	2.1559740000000001E+000
6.5803441350534309E+000	2.1559379999999999E+000
6.6035729020099838E+000	2.1562999999999999E+000
6.6268016762306932E+000	2.1570480000000001E+000
6.6500304650630211E+000	2.1581419999999998E+000
6.6732592711820811E+000	2.1595540000000000E+000
6.6964881051973189E+000	2.1612439999999999E+000
6.7197169882390773E+000	2.1631580000000001E+000
6.7429459515479042E+000	2.1652320000000000E+000
6.7661750354465902E+000	2.1674000000000002E+000
6.7894042881922338E+000	2.1695880000000001E+000
6.8126337646475417E+000	2.1717179999999998E+000
6.8358635247441546E+000	2.1737099999999998E+000
6.8590936317942175E+000	2.1754859999999998E+000
6.8823241506635178E+000	2.1769740000000000E+000
6.9055551458189974E+000	2.1781000000000001E+000
6.9287866793046042E+000	2.1788059999999998E+000
6.9520188086836416E+000	2.1790379999999998E+000
6.9752515851025398E+000	2.1787559999999999E+000
6.9984850515533212E+000	2.1779340000000000E+000
7.0217192412198193E+000	2.1765580000000000E+000
7.0449541760498926E+000	2.1746319999999999E+000
7.0681898656473559E+000	2.1721759999999999E+000
7.0914263065069294E+000	2.1692239999999998E+000
7.1146634816164207E+000	2.1658279999999999E+000
7.1146634816164207E+000	2.1620539999999999E+000
7.1379013604467207E+000	2.1579780000000000E+000
7.1611398993375142E+000	2.1536940000000002E+000
7.1843790422745739E+000	2.1493000000000002E+000
7.2076187220418486E+000	2.1449020000000001E+000
7.2308588617200442E+000	2.1406160000000001E+000
7.2540993764903030E+000	2.1365520000000000E+000
7.2773401756931975E+000	2.1328239999999998E+000
7.3005811650844183E+000	2.1295419999999998E+000
7.3238222492228342E+000	2.1268080000000000E+000
7.3470633339229225E+000	2.1247159999999998E+000
7.3703043287008700E+000	2.1233480000000000E+000
7.3935451490279780E+000	2.1227719999999999E+000
7.4167857184548840E+000	2.1230400000000000E+000
7.4400259710318188E+000	2.1241919999999999E+000
7.4632658530812677E+000	2.1262400000000001E+000
7.4865053246402198E+000	2.1291880000000001E+000
7.5097443606205996E+000	2.1330140000000002E+000
7.5329829515599283E+000	2.1376780000000002E+000
7.5562211041180571E+000	2.1431239999999998E+000
7.5794588413799939E+000	2.1492740000000001E+000
7.6026962025653697E+000	2.1560359999999998E+000
7.6259332424117385E+000	2.1633040000000001E+000
7.6491700302968155E+000	2.1709580000000002E+000
7.6724066490220277E+000	2.1788680000000000E+000
7.6956431931086664E+000	2.1868960000000000E+000
7.7188797675767571E+000	2.1949000000000001E+000
7.7421164863089738E+000	2.2027340000000000E+000
7.7653534700743316E+000	2.2102520000000001E+000
7.7885908445171923E+000	2.2173180000000001E+000
7.8118287380937055E+000	2.2237939999999998E+000
7.8350672800054086E+000	2.2295539999999998E+000
7.8583065981580900E+000	2.2344860000000000E+000
7.8815468171693466E+000	2.2384919999999999E+000
7.9047880564505935E+000	2.2414839999999998E+000
7.9280304283376344E+000	2.2433980000000000E+000
7.9512740363943033E+000	2.2441860000000000E+000
7.9745189736773643E+000	2.2438159999999998E+000
7.9977653215471518E+000	2.2422800000000001E+000
8.0210131485777190E+000	2.2395860000000001E+000
8.0442625094416815E+000	2.2357659999999999E+000
8.0675134439844545E+000	2.2308620000000001E+000
8.0907659764789646E+000	2.2249420000000000E+000
8.1140201150716624E+000	2.2180800000000001E+000
8.1372758514167352E+000	2.2103720000000000E+000
8.1605331605069882E+000	2.2019180000000000E+000
8.1837920006994764E+000	2.1928339999999999E+000
8.2070523139328238E+000	2.1832400000000001E+000
8.2303140261403644E+000	2.1732619999999998E+000
8.2535770478621409E+000	2.1630259999999999E+000
8.2768412750564604E+000	2.1526640000000001E+000
8.3001065901101665E+000	2.1423019999999999E+000
8.3233728630454333E+000	2.1320660000000000E+000
8.3466399528612278E+000	2.1220720000000002E+000
8.3699077090438312E+000	2.1124320000000001E+000
8.3931759730787956E+000	2.1032519999999999E+000
8.4164445804780090E+000	2.0946220000000002E+000
8.4397133630785692E+000	2.0866280000000001E+000
8.4629821511390730E+000	2.0793379999999999E+000
8.4862507753503582E+000	2.0728100000000000E+000
8.5095190678165391E+000	2.0670959999999998E+000
8.5327868654552148E+000	2.0622220000000002E+000
8.5560540128543803E+000	2.0582140000000000E+000
8.5793203639222675E+000	2.0550760000000001E+000
8.6025857837465978E+000	2.0528040000000001E+000
8.6258501499023712E+000	2.0513840000000001E+000
8.6491133428894003E+000	2.0508739999999999E+000
8.6723758525461374E+000	2.0510920000000001E+000
8.6956379354470066E+000	2.0520060000000000E+000
8.7188995434377876E+000	2.0536020000000001E+000
8.7421605847669337E+000	2.0558360000000002E+000
8.7654209837527208E+000	2.0586419999999999E+000
8.7886806895693113E+000	2.0619459999999998E+000
8.8119396722186139E+000	2.0656780000000001E+000
8.8351979177999986E+000	2.0697619999999999E+000
8.8584554274729967E+000	2.0741220000000000E+000
8.8817122163597197E+000	2.0786840000000000E+000
8.9049683122484300E+000	2.0833719999999998E+000
8.9282237543343772E+000	2.0881200000000000E+000
8.9514785917793187E+000	2.0928599999999999E+000
8.9747328819336669E+000	2.0975299999999999E+000
8.9979866888663658E+000	2.1020720000000002E+000
9.0212400821502747E+000	2.1064360000000000E+000
9.0444931352888549E+000	2.1105779999999998E+000
9.0677459240882605E+000	2.1144579999999999E+000
9.0909985251510417E+000	2.1180460000000001E+000
9.1142510145052338E+000	2.1213139999999999E+000
9.1375034663721646E+000	2.1242440000000000E+000
9.1607559520784996E+000	2.1268259999999999E+000
9.1840085391174995E+000	2.1290499999999999E+000
9.2072612903627977E+000	2.1309179999999999E+000
9.2305142634380211E+000	2.1324339999999999E+000
9.2537675101965959E+000	2.1336059999999999E+000
9.2770210761677543E+000	2.1344500000000002E+000
9.3002750004696129E+000	2.1349840000000002E+000
9.3235293161427659E+000	2.1352259999999998E+000
9.3467840502339747E+000	2.1352000000000002E+000
9.3700392238986137E+000	2.1349300000000002E+000
9.3932948526269104E+000	2.1344439999999998E+000
9.4165509465766721E+000	2.1337660000000001E+000
9.4398075109818365E+000	2.1329240000000000E+000
9.4630645466155485E+000	2.1319460000000001E+000
9.4863220502888179E+000	2.1308560000000001E+000
9.5095800153689378E+000	2.1296800000000000E+000
9.5328384323046347E+000	2.1284399999999999E+000
9.5560972891456046E+000	2.1271580000000001E+000
9.5793565720458957E+000	2.1258539999999999E+000
9.6026162657646115E+000	2.1245460000000000E+000
9.6258763543648698E+000	2.1232500000000001E+000
9.6491368212446140E+000	2.1219760000000001E+000
9.6723976492818551E+000	2.1207379999999998E+000
9.6956588214275570E+000	2.1195439999999999E+000
9.7189203210802990E+000	2.1184020000000001E+000
9.7421821323532480E+000	2.1173160000000002E+000
9.7654442402888293E+000	2.1162899999999998E+000
9.7887066309881163E+000	2.1153260000000000E+000
9.8119692917003896E+000	2.1144219999999998E+000
9.8352322108849961E+000	2.1135760000000001E+000
9.8584953782429459E+000	2.1127899999999999E+000
9.8817587847168422E+000	2.1120600000000000E+000
9.9050224224618688E+000	2.1113780000000002E+000
9.9282862847908007E+000	2.1107459999999998E+000
9.9515503660974787E+000	2.1101540000000001E+000
9.9748146617634497E+000	2.1096020000000002E+000
9.9980791680519854E+000	2.1090819999999999E+000
1.0021343881993884E+001	2.1085919999999998E+000
1.0044608801268168E+001	2.1081259999999999E+000
1.0067873924081139E+001	2.1076820000000001E+000
1.0091139249046504E+001	2.1072540000000002E+000
1.0114404775069296E+001	2.1068419999999999E+000
1.0137670501236707E+001	2.1064440000000002E+000
1.0160936426833196E+001	2.1060539999999999E+000
1.0184202551292454E+001	2.1056740000000000E+000
1.0207468873718017E+001	2.1053039999999998E+000
1.0230735392919456E+001	2.1049400000000000E+000
1.0254002107496168E+001	2.1045859999999998E+000
1.0277269015819313E+001	2.1042399999999999E+000
1.0300536115981426E+001	2.1039040000000000E+000
1.0323803405820723E+001	2.1035759999999999E+000
1.0347070882925649E+001	2.1032620000000000E+000
1.0370338544637397E+001	2.1029580000000001E+000
1.0393606388068022E+001	2.1026699999999998E+000
1.0416874410133600E+001	2.1023960000000002E+000
1.0440142607597641E+001	2.1021359999999998E+000
1.0463410977122365E+001	2.1018960000000000E+000
1.0486679515325747E+001	2.1016720000000002E+000
1.0509948218842702E+001	2.1014659999999998E+000
1.0533217084388776E+001	2.1012780000000002E+000
1.0556486108824771E+001	2.1011080000000000E+000
1.0579755289220818E+001	2.1009560000000000E+000
1.0603024622918579E+001	2.1008220000000000E+000
1.0626294107589745E+001	2.1007020000000001E+000
1.0649563741289555E+001	2.1005980000000002E+000
1.0672833522503813E+001	2.1005039999999999E+000
1.0696103450187927E+001	2.1004220000000000E+000
1.0719373523796767E+001	2.1003460000000000E+000
1.0742643743288316E+001	2.1002779999999999E+000
1.0765914109026046E+001	2.1002100000000001E+000
1.0789184621799503E+001	2.1001420000000000E+000
1.0812455282978696E+001	2.1000719999999999E+000
1.0835726094503510E+001	2.0999940000000001E+000
1.0858997058798886E+001	2.0999059999999998E+000
1.0882268178691154E+001	2.0998060000000001E+000
1.0905539457326375E+001	2.0996899999999998E+000
1.0928810898086605E+001	2.0995560000000002E+000
1.0952082504502066E+001	2.0994000000000002E+000
1.0975354280157786E+001	2.0992220000000001E+000
1.0998626228595127E+001	2.0990199999999999E+000
1.1021898353246035E+001	2.0987900000000002E+000
1.1045170657424917E+001	2.0985339999999999E+000
1.1068443144031724E+001	2.0982520000000000E+000
1.1091715815459128E+001	2.0979399999999999E+000
1.1114988673548231E+001	2.0976020000000002E+000
1.1138261719408995E+001	2.0972379999999999E+000
1.1161534953291360E+001	2.0968499999999999E+000
1.1184808374822500E+001	2.0964399999999999E+000
1.1208081983000344E+001	2.0960079999999999E+000
1.1231355776131812E+001	2.0955580000000000E+000
1.1254629751803041E+001	2.0950920000000002E+000
1.1277903906884152E+001	2.0946140000000000E+000
1.1301178237564157E+001	2.0941280000000000E+000
1.1324452739409658E+001	2.0936340000000002E+000
1.1347727407440644E+001	2.0931400000000000E+000
1.1371002236221047E+001	2.0926439999999999E+000
1.1394277219962165E+001	2.0921520000000000E+000
1.1417552352635971E+001	2.0916660000000000E+000
1.1440827628094103E+001	2.0911900000000001E+000
1.1464103040189832E+001	2.0907260000000001E+000
1.1487378582899019E+001	2.0902740000000000E+000
1.1510654250436913E+001	2.0898379999999999E+000
1.1533930037367099E+001	2.0894200000000001E+000
1.1557205938699639E+001	2.0890179999999998E+000
1.1580481949975546E+001	2.0886339999999999E+000
1.1603758067335040E+001	2.0882700000000001E+000
1.1627034287567982E+001	2.0879259999999999E+000
1.1650310608144935E+001	2.0875979999999998E+000
1.1673587027228301E+001	2.0872899999999999E+000
1.1696863543663312E+001	2.0869979999999999E+000
1.1720140156871841E+001	2.0867239999999998E+000
1.1743416866757812E+001	2.0864660000000002E+000
1.1766693673880928E+001	2.0862219999999998E+000
1.1789970579332039E+001	2.0859899999999998E+000
1.1813247584593872E+001	2.0857720000000000E+000
1.1836524691425215E+001	2.0855660000000000E+000
1.1859801901754439E+001	2.0853700000000002E+000
1.1883079217575048E+001	2.0851820000000001E+000
1.1906356640842871E+001	2.0850040000000001E+000
1.1929634173376650E+001	2.0848360000000001E+000
1.1952911816766131E+001	2.0846740000000001E+000
1.1976189572291702E+001	2.0845220000000002E+000
1.1999467440857575E+001	2.0843759999999998E+000
1.2022745422940710E+001	2.0842399999999999E+000
1.2046023518557167E+001	2.0841120000000002E+000
1.2069301727247112E+001	2.0839919999999998E+000
1.2092580048078965E+001	2.0838800000000002E+000
1.2115858479672696E+001	2.0837800000000000E+000
1.2139137020241561E+001	2.0836880000000000E+000
1.2162415667651105E+001	2.0836060000000001E+000
1.2185694419493737E+001	2.0835340000000002E+000
1.2208973273176696E+001	2.0834720000000000E+000
1.2232252226020547E+001	2.0834220000000001E+000
1.2255531275365476E+001	2.0833819999999998E+000
1.2278810418681958E+001	2.0833520000000001E+000
1.2302089653682538E+001	2.0833300000000001E+000
1.2325368978431149E+001	2.0833179999999998E+000
1.2348648391446561E+001	2.0833119999999998E+000
1.2371927891796762E+001	2.0833119999999998E+000
1.2395207479181041E+001	2.0833179999999998E+000
1.2418487153997203E+001	2.0833260000000000E+000
1.2441766917391460E+001	2.0833360000000001E+000
1.2465046771289039E+001	2.0833439999999999E+000
1.2488326718404346E+001	2.0833499999999998E+000
1.2511606762229663E+001	2.0833499999999998E+000
1.2534886907002253E+001	2.0833439999999999E+000
1.2558167157650002E+001	2.0833260000000000E+000
1.2581447519716717E+001	2.0832999999999999E+000
1.2604727999268512E+001	2.0832579999999998E+000
1.2628008602783147E+001	2.0832020000000000E+000
1.2651289337024988E+001	2.0831279999999999E+000
1.2674570208908101E+001	2.0830359999999999E+000
1.2697851225350982E+001	2.0829260000000001E+000
1.2721132393126027E+001	2.0827939999999998E+000
1.2744413718707497E+001	2.0826419999999999E+000
1.2767695208121580E+001	2.0824680000000000E+000
1.2790976866802096E+001	2.0822740000000000E+000
1.2814258699455415E+001	2.0820599999999998E+000
1.2837540709937931E+001	2.0818240000000001E+000
1.2860822901148861E+001	2.0815720000000000E+000
1.2884105274941287E+001	2.0813020000000000E+000
1.2907387832053644E+001	2.0810179999999998E+000
1.2930670572063123E+001	2.0807199999999999E+000
1.2953953493362578E+001	2.0804119999999999E+000
1.2977236593161358E+001	2.0800939999999999E+000
1.3000519867510286E+001	2.0797720000000002E+000
1.3023803311350234E+001	2.0794440000000001E+000
1.3047086918583165E+001	2.0791160000000000E+000
1.3070370682164491E+001	2.0787879999999999E+000
1.3093654594214360E+001	2.0784639999999999E+000
1.3116938646145416E+001	2.0781459999999998E+000
1.3140222828804045E+001	2.0778340000000002E+000
1.3163507132622023E+001	2.0775340000000000E+000
1.3186791547775012E+001	2.0772439999999999E+000
1.3210076064344420E+001	2.0769660000000001E+000
1.3233360672479286E+001	2.0767000000000002E+000
1.3256645362553776E+001	2.0764480000000001E+000
1.3279930125317557E+001	2.0762100000000001E+000
1.3303214952035235E+001	2.0759859999999999E+000
1.3326499834612152E+001	2.0757740000000000E+000
1.3349784765703712E+001	2.0755740000000000E+000
1.3373069738805901E+001	2.0753879999999998E+000
1.3396354748325326E+001	2.0752100000000002E+000
1.3419639789627302E+001	2.0750400000000000E+000
1.3442924859061430E+001	2.0748780000000000E+000
1.3466209953964146E+001	2.0747200000000001E+000
1.3489495072638723E+001	2.0745640000000001E+000
