t	C_D
4.7514660543605975E+000	1.7438686000000001E+000
4.8224047553583489E+000	1.7376959999999999E+000
4.8933614368971998E+000	1.7344261999999999E+000
4.9643340536290745E+000	1.7347872000000000E+000
5.0353203020530461E+000	1.7384147999999999E+000
5.1063179757476309E+000	1.7439038000000000E+000
5.1773253250114273E+000	1.7492820000000000E+000
5.2483412966446465E+000	1.7526302000000000E+000
5.3193655693389088E+000	1.7526349999999999E+000
5.3903984330057728E+000	1.7489361999999999E+000
5.4614406172590950E+000	1.7421806000000000E+000
5.5324931123038557E+000	1.7337667999999999E+000
5.6035569690207740E+000	1.7253482000000000E+000
5.6746330951010213E+000	1.7182497999999999E+000
5.7457221183116474E+000	1.7130382000000000E+000
5.8168243725482496E+000	1.7094541999999999E+000
5.8879399825199812E+000	1.7067288000000000E+000
5.9590689623693578E+000	1.7040961999999999E+000
6.0302112503531786E+000	1.7012164000000001E+000
6.1013666524326187E+000	1.6983104000000000E+000
6.1725347203314547E+000	1.6960004000000000E+000
6.2437146237518526E+000	1.6949905999999999E+000
6.3149050875076034E+000	1.6957511999999999E+000
6.3861044509334137E+000	1.6982991999999999E+000
6.4573108702079463E+000	1.7021084000000000E+000
6.5285226332549984E+000	1.7061678000000000E+000
6.5997385117375051E+000	1.7091828000000000E+000
6.6709580575765699E+000	1.7098802000000000E+000
6.7421817680405516E+000	1.7073360000000000E+000
6.8134110779526242E+000	1.7012335999999999E+000
6.8846481709837892E+000	1.6919938000000001E+000
6.9558956305758937E+000	1.6807402000000000E+000
7.0271559803451966E+000	1.6691090000000000E+000
7.0984311931106534E+000	1.6589330000000000E+000
7.1697222645754763E+000	1.6518744000000001E+000
7.2410289395440470E+000	1.6490916000000000E+000
7.3123496460955124E+000	1.6510240000000000E+000
7.3836816474687250E+000	1.6573355999999999E+000
7.4550213785824173E+000	1.6670140000000000E+000
7.5263649040398795E+000	1.6785817999999999E+000
7.5977084204457794E+000	1.6903604000000001E+000
7.6690487266004350E+000	1.7007293999999999E+000
7.7403835967641497E+000	1.7083394000000001E+000
7.8117120128824657E+000	1.7122548000000000E+000
7.8830342360737591E+000	1.7120236000000000E+000
7.9543517223296352E+000	1.7076815999999999E+000
8.0256669082679313E+000	1.6997024000000001E+000
8.0969829073178889E+000	1.6889034000000001E+000
8.1683031632032943E+000	1.6763250000000001E+000
8.2396311056446638E+000	1.6630942000000000E+000
8.3109698445662801E+000	1.6502954000000001E+000
8.3823219278422858E+000	1.6388647999999999E+000
8.4536891761407027E+000	1.6295154000000001E+000
8.5250725994572942E+000	1.6227000000000000E+000
8.5964723930059694E+000	1.6186035999999999E+000
8.6678879992138906E+000	1.6171640000000000E+000
8.7393177438400649E+000	1.6181083999999999E+000
8.8107596845046334E+000	1.6210026000000000E+000
8.8822119766649923E+000	1.6253058000000000E+000
8.9536726912885474E+000	1.6304263999999999E+000
9.0251399686171307E+000	1.6357752000000001E+000
9.0966121447997619E+000	1.6408148000000000E+000
9.1680878444391496E+000	1.6450986000000001E+000
9.2395660357146578E+000	1.6483023999999999E+000
9.3110460482633641E+000	1.6502412000000000E+000
9.3825275570839874E+000	1.6508719999999999E+000
9.4540105386270454E+000	1.6502816000000000E+000
9.5254952072641288E+000	1.6486608000000000E+000
9.5969819414376190E+000	1.6462703999999999E+000
9.6684712086897147E+000	1.6434024000000000E+000
9.7399634975431866E+000	1.6403432000000000E+000
9.8114592621051973E+000	1.6373442000000000E+000
9.8829588825132806E+000	1.6346006000000000E+000
9.9544626417307658E+000	1.6322418000000001E+000
1.0025970716984219E+001	1.6303323999999999E+000
1.0097483182735170E+001	1.6288788000000001E+000
1.0169000021626426E+001	1.6278429999999999E+000
1.0240521140174803E+001	1.6271580000000001E+000
1.0312046386800757E+001	1.6267410000000000E+000
1.0383575570664288E+001	1.6265052000000000E+000
1.0455108480369969E+001	1.6263685999999999E+000
1.0526644901801886E+001	1.6262588000000000E+000
1.0598184634233132E+001	1.6261156000000001E+000
1.0669727503665502E+001	1.6258926000000000E+000
1.0741273372330159E+001	1.6255586000000000E+000
1.0812822143544535E+001	1.6250978000000000E+000
1.0884373761664905E+001	1.6245088000000001E+000
1.0955928207575825E+001	1.6238041999999999E+000
1.1027485490843073E+001	1.6230064000000000E+000
1.1099045640158122E+001	1.6221429999999999E+000
1.1170608693907049E+001	1.6212413999999999E+000
1.1242174692558502E+001	1.6203230000000000E+000
1.1313743674112446E+001	1.6193991999999999E+000
1.1385315673167870E+001	1.6184689999999999E+000
1.1456890723377914E+001	1.6175206000000000E+000
1.1528468862308364E+001	1.6165356000000000E+000
1.1600050137148676E+001	1.6154934000000001E+000
1.1671634609462535E+001	1.6143802000000000E+000
1.1743222357281173E+001	1.6131926000000001E+000
1.1814813473315557E+001	1.6119440000000000E+000
1.1886408058814064E+001	1.6106654000000000E+000
1.1958006213466112E+001	1.6094029999999999E+000
1.2029608022572701E+001	1.6082126000000001E+000
1.2101213543312973E+001	1.6071534000000001E+000
1.2172822792218970E+001	1.6062774000000000E+000
1.2244435735881860E+001	1.6056223999999999E+000
1.2316052286483181E+001	1.6052054000000000E+000
1.2387672303060656E+001	1.6050188000000001E+000
1.2459295598605502E+001	1.6050314000000001E+000
1.2530921952282005E+001	1.6051915999999999E+000
1.2602551125378868E+001	1.6054336000000000E+000
1.2674182879138947E+001	1.6056850000000000E+000
1.2745816992415328E+001	1.6058754000000000E+000
1.2817453277186772E+001	1.6059437999999999E+000
1.2889091590288148E+001	1.6058450000000000E+000
1.2960731840223680E+001	1.6055535999999999E+000
1.3032373988548802E+001	1.6050662000000000E+000
1.3104018045945102E+001	1.6043997999999999E+000
1.3175664063699518E+001	1.6035892000000000E+000
1.3247312121772243E+001	1.6026824000000000E+000
1.3318962314955485E+001	1.6017344000000000E+000
1.3390614738765647E+001	1.6008001999999999E+000
1.3462269476668736E+001	1.5999289999999999E+000
1.3533926590020839E+001	1.5991580000000001E+000
1.3605586111742934E+001	1.5985085999999999E+000
1.3677248044274302E+001	1.5979848000000001E+000
1.3748912361812419E+001	1.5975732000000000E+000
1.3820579016313436E+001	1.5972447999999999E+000
1.3892247946254146E+001	1.5969616000000000E+000
1.3963919086806586E+001	1.5966800000000001E+000
1.4000000000000000E+001	1.5963598000000001E+000

 
