t	C_D
4.7387225779587023E+000	1.7591410000000001E+000
4.7812950883856322E+000	1.7618526000000001E+000
4.8238729018829352E+000	1.7662283999999999E+000
4.8664552277020983E+000	1.7714768000000001E+000
4.9090413407843823E+000	1.7767678000000000E+000
4.9516306329710584E+000	1.7813436000000000E+000
4.9942226530063092E+000	1.7845987999999999E+000
5.0368171346358288E+000	1.7861279999999999E+000
5.0794140108022248E+000	1.7857426000000001E+000
5.1220134118179743E+000	1.7834597999999999E+000
5.1646156467720026E+000	1.7794714000000000E+000
5.2072211695092498E+000	1.7740990000000001E+000
5.2498305322704857E+000	1.7677430000000001E+000
5.2924443310715228E+000	1.7608362000000000E+000
5.3350631473740355E+000	1.7538084000000000E+000
5.3776874909827344E+000	1.7470631999999999E+000
5.4203177495361796E+000	1.7409656000000000E+000
5.4629541500962056E+000	1.7358342000000000E+000
5.5055967375965258E+000	1.7319286000000000E+000
5.5482453729485037E+000	1.7294312000000001E+000
5.5908997506413680E+000	1.7284230000000000E+000
5.6335594325618663E+000	1.7288634000000001E+000
5.6762238924682711E+000	1.7305805999999999E+000
5.7188925646812594E+000	1.7332816000000000E+000
5.7615648910654809E+000	1.7365813999999999E+000
5.8042403617977909E+000	1.7400476000000000E+000
5.8469185471259477E+000	1.7432517999999999E+000
5.8895991188852364E+000	1.7458160000000000E+000
5.9322818617999831E+000	1.7474482000000000E+000
5.9749666755515642E+000	1.7479606000000001E+000
6.0176535692983730E+000	1.7472723999999999E+000
6.0603426507557385E+000	1.7454008000000001E+000
6.1030341120202287E+000	1.7424442000000000E+000
6.1457282140247251E+000	1.7385622000000001E+000
6.1884252708176604E+000	1.7339576000000001E+000
6.2311256339305894E+000	1.7288596000000001E+000
6.2738296761367023E+000	1.7235111999999999E+000
6.3165377732474006E+000	1.7181598000000000E+000
6.3592502825591897E+000	1.7130504000000000E+000
6.4019675172809185E+000	1.7084193999999999E+000
6.4446897176721061E+000	1.7044893999999999E+000
6.4874170212755917E+000	1.7014625999999999E+000
6.5301494360336472E+000	1.6995104000000001E+000
6.5728868207769029E+000	1.6987589999999999E+000
6.6156288773638456E+000	1.6992714000000000E+000
6.6583751576907666E+000	1.7010276000000000E+000
6.7011250871251269E+000	1.7039055999999999E+000
6.7438780039357802E+000	1.7076701999999999E+000
6.7866332122577981E+000	1.7119734000000000E+000
6.8293900442586155E+000	1.7163694000000000E+000
6.8721479256240423E+000	1.7203470000000001E+000
6.9149064375144631E+000	1.7233786000000000E+000
6.9576653678705354E+000	1.7249768000000001E+000
7.0004247455455912E+000	1.7247547999999999E+000
7.0431848522129723E+000	1.7224813999999999E+000
7.0859462091873207E+000	1.7181204000000001E+000
7.1287095389642969E+000	1.7118498000000000E+000
7.1714757040245614E+000	1.7040568000000000E+000
7.2142456279592979E+000	1.6953102000000000E+000
7.2570202059087681E+000	1.6863117999999999E+000
7.2998002125405570E+000	1.6778325999999999E+000
7.3425862162053148E+000	1.6706445999999999E+000
7.3853785074156821E+000	1.6654484000000001E+000
7.4281770485385099E+000	1.6628106000000000E+000
7.4709814498835669E+000	1.6631115999999999E+000
7.5137909748093001E+000	1.6665074000000000E+000
7.5566045739519501E+000	1.6729122000000001E+000
7.5994209460939901E+000	1.6819983999999999E+000
7.6422386207540107E+000	1.6932176000000001E+000
7.6850560558240710E+000	1.7058390000000001E+000
7.7278717422993717E+000	1.7190040000000000E+000
7.7706843077398977E+000	1.7317920000000000E+000
7.8134926103777227E+000	1.7432908000000000E+000
7.8562958168466439E+000	1.7526666000000000E+000
7.8990934581300207E+000	1.7592264000000000E+000
7.9418854602674775E+000	1.7624675999999999E+000
7.9846721486042513E+000	1.7621089999999999E+000
8.0274542264837088E+000	1.7581043999999999E+000
8.0702327312001199E+000	1.7506362000000000E+000
8.1130089715021629E+000	1.7400914000000001E+000
8.1557844519003009E+000	1.7270262000000001E+000
8.1985607894943477E+000	1.7121198000000000E+000
8.2413396289665624E+000	1.6961248000000000E+000
8.2841225609120670E+000	1.6798166000000001E+000
8.3269110480182960E+000	1.6639467999999999E+000
8.3697063625325310E+000	1.6492022000000000E+000
8.4125095374910153E+000	1.6361718000000001E+000
8.4553213333257506E+000	1.6253219999999999E+000
8.4981422202210677E+000	1.6169814000000000E+000
8.5409723759118155E+000	1.6113337999999999E+000
8.5838116978016679E+000	1.6084191999999999E+000
8.6266598276247706E+000	1.6081420000000000E+000
8.6695161864049268E+000	1.6102860000000001E+000
8.7123799954742456E+000	1.6145331999999999E+000
8.7552501451914360E+000	1.6204878000000000E+000
8.7981256322551289E+000	1.6277032000000000E+000
8.8410054907171656E+000	1.6357086000000001E+000
8.8838887723673157E+000	1.6440376000000001E+000
8.9267745852565881E+000	1.6522526000000000E+000
8.9696621254325191E+000	1.6599664000000001E+000
9.0125507008624499E+000	1.6668600000000000E+000
9.0554397470791645E+000	1.6726926000000000E+000
9.0983288345688837E+000	1.6773077999999999E+000
9.1412176683936970E+000	1.6806323999999999E+000
9.1841060809375712E+000	1.6826707999999999E+000
9.2269940189859376E+000	1.6834948000000001E+000
9.2698815265641716E+000	1.6832312000000000E+000
9.3127687250719795E+000	1.6820466000000001E+000
9.3556557922547920E+000	1.6801320000000000E+000
9.3985429414535684E+000	1.6776888000000001E+000
9.4414304023842011E+000	1.6749145999999999E+000
9.4843184044372268E+000	1.6719922000000000E+000
9.5272071631766941E+000	1.6690803999999999E+000
9.5700968704004055E+000	1.6663082000000000E+000
9.6129876878102447E+000	1.6637710000000001E+000
9.6558797440743103E+000	1.6615298000000001E+000
9.6987731348495476E+000	1.6596138000000000E+000
9.7416679251905869E+000	1.6580230000000000E+000
9.7845641536900274E+000	1.6567343999999999E+000
9.8274618376868936E+000	1.6557074000000001E+000
9.8703609789190434E+000	1.6548908000000000E+000
9.9132615690738568E+000	1.6542284000000000E+000
9.9561635947971823E+000	1.6536652000000001E+000
9.9990670418403891E+000	1.6531511999999999E+000
1.0041971898149177E+001	1.6526453999999999E+000
1.0084878155817483E+001	1.6521178000000001E+000
1.0127785811936718E+001	1.6515496000000001E+000
1.0170694868459808E+001	1.6509335999999999E+000
1.0213605331265294E+001	1.6502730000000001E+000
1.0256517208646649E+001	1.6495796000000000E+000
1.0299430509464250E+001	1.6488710000000000E+000
1.0342345241184486E+001	1.6481690000000000E+000
1.0385261407998634E+001	1.6474964000000001E+000
1.0428179009169080E+001	1.6468756000000000E+000
1.0471098037702415E+001	1.6463262000000001E+000
1.0514018479404427E+001	1.6458638000000001E+000
1.0556940312338977E+001	1.6454990000000000E+000
1.0599863506691225E+001	1.6452366000000000E+000
1.0642788025028111E+001	1.6450758000000001E+000
1.0685713822948266E+001	1.6450100000000001E+000
1.0728640850116916E+001	1.6450271999999999E+000
1.0771569051678842E+001	1.6451104000000001E+000
1.0814498370032352E+001	1.6452388000000000E+000
1.0857428746924771E+001	1.6453882000000000E+000
1.0900360125798061E+001	1.6455324000000000E+000
1.0943292454274800E+001	1.6456446000000000E+000
1.0986225686638658E+001	1.6456983999999999E+000
1.1029159786136663E+001	1.6456690000000000E+000
1.1072094726919813E+001	1.6455360000000001E+000
1.1115030495449627E+001	1.6452827999999999E+000
1.1157967091231555E+001	1.6448993999999999E+000
1.1200904526789238E+001	1.6443817999999999E+000
1.1243842826860190E+001	1.6437336000000000E+000
1.1286782026866042E+001	1.6429642000000000E+000
1.1329722170778830E+001	1.6420893999999999E+000
1.1372663308560316E+001	1.6411294000000001E+000
1.1415605493388034E+001	1.6401078000000000E+000
1.1458548778894706E+001	1.6390492000000001E+000
1.1501493216635781E+001	1.6379779999999999E+000
1.1544438853966714E+001	1.6369165999999999E+000
1.1587385732460181E+001	1.6358839999999999E+000
1.1630333886931910E+001	1.6348954000000000E+000
1.1673283345077747E+001	1.6339611999999999E+000
1.1716234127662689E+001	1.6330878000000000E+000
1.1759186249150241E+001	1.6322779999999999E+000
1.1802139718623053E+001	1.6315316000000000E+000
1.1845094540826786E+001	1.6308469999999999E+000
1.1888050717169030E+001	1.6302220000000001E+000
1.1931008246523893E+001	1.6296543999999999E+000
1.1973967125728249E+001	1.6291439999999999E+000
1.2016927349702204E+001	1.6286912000000000E+000
1.2059888911180208E+001	1.6282988000000000E+000
1.2102851800093633E+001	1.6279702000000000E+000
1.2145816002694998E+001	1.6277100000000000E+000
1.2188781500552494E+001	1.6275215999999999E+000
1.2231748269567570E+001	1.6274078000000001E+000
1.2274716279175134E+001	1.6273687999999999E+000
1.2317685491874432E+001	1.6274016000000000E+000
1.2360655863210583E+001	1.6274994000000000E+000
1.2403627342284832E+001	1.6276516000000001E+000
1.2446599872820185E+001	1.6278436000000001E+000
1.2489573394752824E+001	1.6280572000000000E+000
1.2532547846265828E+001	1.6282726000000001E+000
1.2575523166133461E+001	1.6284677999999999E+000
1.2618499296208853E+001	1.6286216000000000E+000
1.2661476183866831E+001	1.6287136000000000E+000
1.2704453784209969E+001	1.6287274000000000E+000
1.2747432061860659E+001	1.6286499999999999E+000
1.2790410992192502E+001	1.6284740000000000E+000
1.2833390561898636E+001	1.6281973999999999E+000
1.2876370768847927E+001	1.6278248000000000E+000
1.2919351621238521E+001	1.6273658000000000E+000
1.2962333136114824E+001	1.6268355999999999E+000
1.3005315337365150E+001	1.6262529999999999E+000
1.3048298253358189E+001	1.6256390000000001E+000
1.3091281914402947E+001	1.6250160000000000E+000
1.3134266350228396E+001	1.6244054000000001E+000
1.3177251587673776E+001	1.6238264000000000E+000
1.3220237648760353E+001	1.6232944000000000E+000
1.3263224549281627E+001	1.6228203999999999E+000
1.3306212298005164E+001	1.6224094000000000E+000
1.3349200896528924E+001	1.6220614000000000E+000
1.3392190339782074E+001	1.6217706000000001E+000
1.3435180617109243E+001	1.6215265999999999E+000
1.3478171713831948E+001	1.6213150000000001E+000
1.3521163613144005E+001	1.6211194000000000E+000
1.3564156298173097E+001	1.6209218000000001E+000
1.3607149754028665E+001	1.6207050000000001E+000
1.3650143969658661E+001	1.6204542000000000E+000
1.3693138939354020E+001	1.6201572000000000E+000
1.3736134663767944E+001	1.6198068000000001E+000
1.3779131150356818E+001	1.6194000000000000E+000
1.3822128413195502E+001	1.6189400000000000E+000
1.3865126472170690E+001	1.6184342000000000E+000
1.3908125351606223E+001	1.6178954000000001E+000
1.3951125078421184E+001	1.6173392000000000E+000
1.3994125679960559E+001	1.6167844000000000E+000
1.4000000000000000E+001	1.6162500000000000E+000

 
