1.2972404926130121E-001	1.5434022000000001E+000
2.5172231426814068E-001	8.6150500000000001E+000
3.7336334257629578E-001	4.0487520000000004E+000
4.9523661642273792E-001	1.5840791999999999E+000
6.1785064954223756E-001	6.0732779999999997E-001
7.4157457789859504E-001	4.8008060000000002E-001
8.6626354537780159E-001	6.9798539999999998E-001
9.9166637767466093E-001	9.4246459999999999E-001
1.1175617603177463E+000	1.1005788000000001E+000
1.2437763939161715E+000	1.1811107999999999E+000
1.3702496926218812E+000	1.2348817999999999E+000
1.4969637259421269E+000	1.2422190000000000E+000
1.6239107341289445E+000	1.2569573999999999E+000
1.7510792543237408E+000	1.2518655999999999E+000
1.8784608894920201E+000	1.2616503999999999E+000
2.0060494451729611E+000	1.2499894000000000E+000
2.1338351202676162E+000	1.2460503999999999E+000
2.2618056219629938E+000	1.2470802000000001E+000
2.3899554239305689E+000	1.2310201999999999E+000
2.5182784126303774E+000	1.2206958000000001E+000
2.6467616165265833E+000	1.2188977999999999E+000
2.7753966083165493E+000	1.2082896000000001E+000
2.9041817729903783E+000	1.1927118000000001E+000
3.0331007771407887E+000	1.1836350000000000E+000
3.1621189826050098E+000	1.1790604000000000E+000
3.2912322293688043E+000	1.1706456000000001E+000
3.4204422480876580E+000	1.1581741999999999E+000
3.5497485596060550E+000	1.1472460000000000E+000
3.6791460252999988E+000	1.1407710000000000E+000
3.8086290432394247E+000	1.1356474000000001E+000
3.9381952107125260E+000	1.1281578000000001E+000
4.0678444531552209E+000	1.1187450000000001E+000
4.1975761410910533E+000	1.1099526000000000E+000
4.3273875525772345E+000	1.1034522000000000E+000
4.4572749784571082E+000	1.0985288000000000E+000
4.5872354130573063E+000	1.0932915999999999E+000
4.7172671821277588E+000	1.0869180000000001E+000
4.8473694634415052E+000	1.0800380000000001E+000
4.9775412569294808E+000	1.0736994000000000E+000
5.1077808058346958E+000	1.0684232000000000E+000
5.2380858800824299E+000	1.0639192000000000E+000
5.3684543643110336E+000	1.0595100000000000E+000
5.4988845942762472E+000	1.0547705999999999E+000
5.6293753451851014E+000	1.0497772000000001E+000
5.7599255731168810E+000	1.0448957999999999E+000
5.8905341009449161E+000	1.0404435999999999E+000
6.0211994839592382E+000	1.0364808000000001E+000
6.1519201543561870E+000	1.0328044000000001E+000
6.2826946988715084E+000	1.0291158000000000E+000
6.4135220419367291E+000	1.0252306000000000E+000
6.5444014275938462E+000	1.0211808000000000E+000
6.6753322400643240E+000	1.0171619999999999E+000
6.8063137698425074E+000	1.0134061999999999E+000
6.9373450208743401E+000	1.0100701999999999E+000
7.0684241793696252E+000	1.0071874000000001E+000
7.1995488736065614E+000	1.0046706000000001E+000
7.3307172130218250E+000	1.0023552000000000E+000
7.4619189902877325E+000	1.0000644000000001E+000
7.5931217447307979E+000	9.9766800000000000E-001
7.7243252177035595E+000	9.9511439999999995E-001
7.8555318149179243E+000	9.9242359999999996E-001
7.9867393643500462E+000	9.8965820000000004E-001
8.1179505299990620E+000	9.8689220000000000E-001
8.2491690461310210E+000	9.8418939999999999E-001
8.3803985720376915E+000	9.8159399999999997E-001
8.5116426170206037E+000	9.7912820000000000E-001
8.6429029241143827E+000	9.7679400000000005E-001
8.7741782917896920E+000	9.7457660000000002E-001
8.9054717203371787E+000	9.7245280000000001E-001
9.0367862243600445E+000	9.7039779999999998E-001
9.1681238007309602E+000	9.6839019999999998E-001
9.2994842927759969E+000	9.6641220000000005E-001
9.4308696203717730E+000	9.6445179999999997E-001
9.5622787583673521E+000	9.6250239999999998E-001
9.6937123705679404E+000	9.6056739999999996E-001
9.8251727828117712E+000	9.5866160000000000E-001
9.9566622524232269E+000	9.5681300000000002E-001
1.0088182958297324E+001	9.5505879999999999E-001
1.0219723317398120E+001	9.5343480000000003E-001
1.0351263637129701E+001	9.5196539999999996E-001
1.0482805162071937E+001	9.5065080000000002E-001
1.0614346751208592E+001	9.4946220000000003E-001
