2.8482560599495110E-001	-4.3093520000000001E-006
5.5970779840739127E-001	1.4885779999999999E-003
8.3864673385881827E-001	1.6145296000000000E-003
1.1205563781549268E+000	1.1542901999999999E-003
1.4040669249345585E+000	8.3353200000000000E-004
1.6885789978988601E+000	6.2248000000000002E-004
1.9739551448044865E+000	4.3173060000000000E-004
2.2601702108660358E+000	2.2849719999999999E-004
2.5470837062983893E+000	1.6664086000000000E-005
2.8347119661729243E+000	-1.8493890000000001E-004
3.1229139220248818E+000	-3.7290279999999999E-004
3.4117063426504184E+000	-5.3539780000000001E-004
3.7010237993181878E+000	-6.6350960000000005E-004
3.9907926613762941E+000	-7.5610420000000002E-004
4.2810224147022202E+000	-8.0316800000000005E-004
4.5716676012975599E+000	-8.0572599999999999E-004
4.8626729396283759E+000	-7.6566320000000005E-004
5.1540204405923369E+000	-6.8413580000000005E-004
5.4456452291569875E+000	-5.6694739999999997E-004
5.7375105623518854E+000	-4.2157360000000000E-004
6.0295981546834616E+000	-2.5607599999999999E-004
6.3219047361500103E+000	-7.9891159999999996E-005
6.6144250045450965E+000	9.6762300000000000E-005
6.9071438020580933E+000	2.6431259999999999E-004
7.2000415578374364E+000	4.1399859999999999E-004
7.4931027110412813E+000	5.3770939999999996E-004
7.7863171192595919E+000	6.2850660000000002E-004
8.0796779894799471E+000	6.8136059999999998E-004
8.3731800885390228E+000	6.9348499999999998E-004
8.6668176304307156E+000	6.6426259999999998E-004
8.9605843971712975E+000	5.9513260000000005E-004
9.2544745313688956E+000	4.8964440000000004E-004
9.5484829506417803E+000	3.5328520000000002E-004
9.8426047083970509E+000	1.9315135999999999E-004
1.0136832714575949E+001	1.7644292000000001E-005
1.0431159159829779E+001	-1.6397265999999999E-004
1.0725576320812401E+001	-3.4209820000000000E-004
1.1020077695496449E+001	-5.0725919999999999E-004
1.1314659707841898E+001	-6.5063299999999996E-004
1.1609322102524841E+001	-7.6448179999999996E-004
1.1904066523024047E+001	-8.4253119999999995E-004
1.2198894129227526E+001	-8.8032780000000003E-004
1.2493803774812287E+001	-8.7538820000000002E-004
1.2788791711448523E+001	-8.2733079999999998E-004
1.3083852654537827E+001	-7.3791639999999995E-004
1.3378981307462986E+001	-6.1108199999999999E-004
1.3674173464593807E+001	-4.5274060000000002E-004
1.3969426321128442E+001	-2.7046159999999999E-004
1.4264738144905239E+001	-7.3242220000000003E-005
1.4560107702749219E+001	1.2913646000000000E-004
1.4855533774594385E+001	3.2646520000000003E-004
1.5151014888005200E+001	5.0866460000000002E-004
1.5446547714042982E+001	6.6623479999999998E-004
1.5742129461181477E+001	7.9075920000000000E-004
1.6037758522618535E+001	8.7532280000000005E-004
