time	d
1.1859111861241291E+002	1.2613194000000001E+000
1.1863258727402705E+002	1.2611758000000000E+000
1.1867408208575276E+002	1.2614677999999999E+000
1.1871560348573551E+002	1.2622047999999999E+000
1.1875715148586819E+002	1.2633900000000000E+000
1.1879872617510928E+002	1.2650201999999999E+000
1.1884031970375952E+002	1.2670832000000001E+000
1.1888189183556503E+002	1.2695567999999999E+000
1.1892343722906732E+002	1.2724108000000001E+000
1.1896495614132296E+002	1.2756095999999999E+000
1.1900644889376558E+002	1.2791104000000000E+000
1.1904791587177611E+002	1.2828668000000001E+000
1.1908935752404490E+002	1.2868324000000000E+000
1.1913077436191961E+002	1.2909590000000000E+000
1.1917216695869666E+002	1.2952002000000000E+000
1.1921353594862508E+002	1.2995121999999999E+000
1.1925488202501296E+002	1.3038491999999999E+000
1.1929620593741987E+002	1.3081638000000000E+000
1.1933750848831473E+002	1.3124085999999999E+000
1.1937879052914363E+002	1.3165366000000001E+000
1.1942005295671301E+002	1.3204997999999999E+000
1.1946129671013830E+002	1.3242499999999999E+000
1.1950252276816190E+002	1.3277403999999999E+000
1.1954373214658148E+002	1.3309295999999999E+000
1.1958492589626643E+002	1.3337794000000001E+000
1.1962610510157580E+002	1.3362586000000001E+000
1.1966727087891593E+002	1.3383446000000001E+000
1.1970842437509909E+002	1.3400220000000000E+000
1.1974956676516426E+002	1.3412822000000000E+000
1.1979069924966289E+002	1.3421251999999999E+000
1.1983182305158145E+002	1.3425582000000000E+000
1.1987293941248682E+002	1.3425925999999999E+000
1.1991404958820912E+002	1.3422415999999999E+000
1.1995515484491207E+002	1.3415200000000000E+000
1.1999625645430305E+002	1.3404414000000000E+000
1.2003735568889053E+002	1.3390176000000000E+000
1.2007845381827703E+002	1.3372592000000001E+000
1.2011955210620415E+002	1.3351763999999999E+000
1.2016065180810538E+002	1.3327781999999999E+000
1.2020175416990539E+002	1.3300749999999999E+000
1.2024286042739672E+002	1.3270797999999999E+000
1.2028397180600071E+002	1.3238095999999999E+000
1.2032508952085244E+002	1.3202879999999999E+000
1.2036621477686377E+002	1.3165454000000001E+000
1.2040734876860873E+002	1.3126194000000000E+000
1.2044849267942699E+002	1.3085523999999999E+000
1.2048964768013863E+002	1.3043914000000001E+000
1.2053081492729764E+002	1.3001862000000000E+000
1.2057199556019442E+002	1.2959883999999999E+000
1.2061319069724247E+002	1.2918486000000000E+000
1.2065440143227926E+002	1.2878152000000000E+000
1.2069562883072652E+002	1.2839362000000001E+000
1.2073687392577355E+002	1.2802574000000000E+000
1.2077813771454741E+002	1.2768197999999999E+000
1.2081942115496889E+002	1.2736590000000001E+000
1.2086072516309746E+002	1.2708058000000000E+000
1.2090205061023364E+002	1.2682856000000000E+000
1.2094339832050738E+002	1.2661194000000000E+000
1.2098476906916144E+002	1.2643257999999999E+000
1.2102616358071141E+002	1.2629208000000001E+000
1.2106758252737397E+002	1.2619174000000000E+000
1.2110902652770483E+002	1.2613268000000000E+000
1.2115049614466508E+002	1.2611608000000001E+000
1.2119199188311600E+002	1.2614297999999999E+000
1.2123351418772593E+002	1.2621431999999999E+000
1.2127506322730862E+002	1.2633049999999999E+000
1.2131663894006338E+002	1.2649116000000000E+000
1.2135823249651241E+002	1.2669516000000001E+000
1.2139980388818833E+002	1.2694034000000001E+000
1.2144134852794122E+002	1.2722370000000001E+000
1.2148286667047942E+002	1.2754167999999999E+000
1.2152435863486247E+002	1.2789010000000001E+000
1.2156582480405278E+002	1.2826432000000001E+000
1.2160726562428603E+002	1.2865964000000001E+000
1.2164868160443916E+002	1.2907130000000000E+000
1.2169007331528812E+002	1.2949466000000001E+000
1.2173144138856075E+002	1.2992528000000001E+000
1.2177278651507899E+002	1.3035859999999999E+000
1.2181410944201474E+002	1.3078989999999999E+000
1.2185541096959003E+002	1.3121442000000001E+000
1.2189669194716865E+002	1.3162752000000000E+000
1.2193795326962314E+002	1.3202434000000001E+000
1.2197919587427252E+002	1.3240008000000001E+000
1.2202042073815325E+002	1.3275010000000000E+000
1.2206162887547038E+002	1.3307020000000001E+000
1.2210282133556123E+002	1.3335656000000000E+000
1.2214399920128628E+002	1.3360605999999999E+000
1.2218516358759584E+002	1.3381635999999999E+000
1.2222631563990579E+002	1.3398589999999999E+000
1.2226745653195310E+002	1.3411378000000000E+000
1.2230858746308446E+002	1.3419998000000000E+000
1.2234970965520741E+002	1.3424516000000000E+000
1.2239082434895519E+002	1.3425043999999999E+000
1.2243193279941708E+002	1.3421711999999999E+000
1.2247303627228627E+002	1.3414670000000000E+000
1.2251413603901196E+002	1.3404050000000001E+000
1.2255523337214807E+002	1.3389975999999999E+000
1.2259632954153024E+002	1.3372554000000001E+000
1.2263742581127885E+002	1.3351880000000000E+000
1.2267852343729626E+002	1.3328054000000000E+000
1.2271962366604694E+002	1.3301170000000000E+000
1.2276072773392345E+002	1.3271362000000000E+000
1.2280183686699888E+002	1.3238798000000001E+000
1.2284295228108184E+002	1.3203708000000001E+000
1.2288407518179127E+002	1.3166400000000000E+000
1.2292520676446040E+002	1.3127241999999999E+000
1.2296634821328381E+002	1.3086656000000001E+000
1.2300750070002989E+002	1.3045112000000001E+000
1.2304866538234830E+002	1.3003106000000000E+000
1.2308984340081616E+002	1.2961153999999999E+000
1.2313103587534215E+002	1.2919760000000000E+000
1.2317224390148633E+002	1.2879410000000000E+000
1.2321346854661802E+002	1.2840586000000000E+000
1.2325471084609347E+002	1.2803746000000000E+000
1.2329597179941710E+002	1.2769303999999999E+000
1.2333725236705757E+002	1.2737617999999999E+000
1.2337855346776993E+002	1.2708998000000000E+000
1.2341987597570511E+002	1.2683698000000001E+000
1.2346122071792765E+002	1.2661936000000000E+000
1.2350258847270483E+002	1.2643894000000000E+000
1.2354397996765663E+002	1.2629732000000000E+000
1.2358539587816331E+002	1.2619582000000000E+000
1.2362683682599616E+002	1.2613559999999999E+000
1.2366830337741997E+002	1.2611778000000000E+000
1.2370979604067387E+002	1.2614346000000001E+000
1.2375131526317874E+002	1.2621354000000000E+000
1.2379286110200634E+002	1.2632848000000001E+000
1.2383443360690484E+002	1.2648796000000000E+000
1.2387602715274346E+002	1.2669083999999999E+000
1.2391760144583108E+002	1.2693502000000001E+000
1.2395914898225610E+002	1.2721747999999999E+000
